mesure,indicateur,id_indicateur,code_region,libelle_region,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
Renforcer les compétences de la nation - plan d'investissement dans les compétences,"Nombre d’entrées en formation pour les publics éloignés de l’emploi (jeunes, demandeurs d’emploi faiblement qualifiés, actifs en insertion, …)",nb-formation-pic,52,Pays de la Loire,80910.0,2021-12-31,47200.0,2017-12-31,33710.0,71.0,,,,67200.0,100.0,2022-12-31,formations
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d'enfants ayant suivi un cycle d’Aisance Aquatique,nb-cycle-aisance-aquatique,52,Pays de la Loire,826.0,2021-12-31,0.0,2019-03-31,826.0,,,,,5173.0,16.0,2022-12-31,enfants
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d’attestations « savoir rouler à vélo » délivrées,nb-attestations-savoir-rouler-velo,52,Pays de la Loire,3084.0,2021-12-31,0.0,2019-03-31,3084.0,,1950.0,58.0,2021-06-30,11745.0,26.0,2022-12-31,attestations
Garantir l'égalité professionnelle entre les femmes et les hommes,Part des entreprises respectant leur obligation de publier l’index égalité professionnelle,tx-entreprise-egalite-pro,52,Pays de la Loire,91.0,2021-12-31,37.0,2019-03-31,54.0,146.0,,,,90.0,100.0,2022-12-31,%
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,11,Île-de-France,1453.0,2021-09-30,1267.0,2017-09-30,186.0,15.0,1408.0,3.0,2020-09-30,1504.0,78.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,11,Île-de-France,48.0,2021-09-30,11.0,2017-09-30,37.0,336.0,36.0,33.0,2020-09-30,55.0,84.0,2022-09-30,classes
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,11,Île-de-France,21724.0,2021-12-31,17227.0,2017-12-31,4497.0,26.0,18315.0,19.0,2020-12-31,28263.0,41.0,2022-12-31,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,11,Île-de-France,889.0,2021-12-31,0.0,2020-10-31,889.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,11,Île-de-France,20734.0,2022-02-28,0.0,2020-09-30,20734.0,,4020.0,416.0,2021-04-30,29499.0,70.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,11,Île-de-France,5514.0,2022-02-28,0.0,2020-09-30,5514.0,,2323.0,137.0,2021-04-30,5649.0,98.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,11,Île-de-France,167623.0,2021-12-31,64155.0,2017-12-31,103468.0,161.0,116526.0,44.0,2020-12-31,113790.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,11,Île-de-France,516660.0,2021-07-31,576539.0,2019-07-31,-59879.0,-10.0,347754.0,49.0,2021-02-28,,,,Recrutements depuis le mois d'août précédent
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,11,Île-de-France,17437.0,2021-10-31,13230.0,2017-01-31,4207.0,32.0,14589.0,20.0,2021-02-28,29594.0,26.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,11,Île-de-France,3300887.0,2021-12-31,0.0,2017-12-31,3300887.0,,,,,5233253.0,63.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,11,Île-de-France,4640.0,2021-12-31,3651.0,2017-12-31,989.0,27.0,4650.0,-0.0,2020-09-30,5104.0,68.0,2022-03-31,kilomètres
Instaurer des zones à faibles émissions,Nombre d'habitants vivant à l'intérieur d'une zone à faibles émissions,nb-habitants-zfe,11,Île-de-France,4754793.0,2022-02-28,2187526.0,2017-12-31,2567267.0,117.0,,,,5279661.0,83.0,2022-12-31,habitants
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,11,Île-de-France,186833.0,2022-01-31,0.0,2018-01-31,186833.0,,92358.0,102.0,2020-09-30,274237.0,68.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,11,Île-de-France,10113.0,2022-01-31,3936.0,2019-09-30,6177.0,157.0,,,,18282.0,43.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,11,Île-de-France,9850000.0,2021-12-31,3270000.0,2017-06-30,6580000.0,201.0,8660000.0,14.0,2020-06-30,12090000.0,75.0,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,11,Île-de-France,6.3,2020-12-31,2.7,2017-12-31,4.0,133.0,5.0,26.0,2019-12-31,15.0,29.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,11,Île-de-France,629.0,2020-12-31,314.0,2017-12-31,315.0,100.0,,,,748.0,73.0,2022-12-31,agriculteurs
Sécuriser le paiement des aides PAC,Taux de bénéficiaires payés dans les délais prévus,taux-paiement-dpb,11,Île-de-France,99.5,2021-12-31,0.0,2017-12-31,100.0,,,,,99.0,100.0,2022-12-31,%
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,11,Île-de-France,14160000.0,2022-01-31,10331587.0,2017-12-31,3828413.0,37.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,11,Île-de-France,14594.0,2021-12-31,15985.0,2017-12-31,-1391.0,-9.0,,,,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,11,Île-de-France,62415.0,2021-12-31,73666.0,2017-12-31,-11251.0,-15.0,,,,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,11,Île-de-France,31104.0,2021-12-31,0.0,2020-05-31,31104.0,,8004.0,289.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,11,Île-de-France,799.0,2020-12-31,428.0,2017-12-31,371.0,87.0,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,11,Île-de-France,1754.0,2021-12-31,2651.0,2018-12-31,-897.0,-34.0,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,11,Île-de-France,292.0,2021-12-31,319.0,2017-12-31,-27.0,-8.0,267.0,9.0,2019-12-31,,,,morts
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Taux de personnes détenues ayant bénéficié d'une formation dans l'année,tx-detenus-formation,11,Île-de-France,3.0,2021-09-30,3.0,2021-06-30,0.0,0.0,,,,,,,% de détenus
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Postes de travail d’intérêt général proposés sur l’ensemble du territoire national en tant que peine,nb-postes-tig,11,Île-de-France,1458.0,2022-01-31,1139.0,2021-03-31,319.0,28.0,,,,,,,postes
Lutter contre les impayés de pensions alimentaires,Nombre de familles bénéficiaires d'une pension alimentaire versée par l'intermédiaire du service public des pensions alimentaires,nb-familles-aripa,11,Île-de-France,6505.0,2022-02-28,0.0,2020-09-30,6505.0,,586.0,1010.0,2021-03-31,39778.0,16.0,2022-12-31,familles
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins audio,tx-equipements-audio,11,Île-de-France,42.97,2021-09-30,0.0,2018-12-31,43.0,,15.25,182.0,2020-09-30,,,,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins dentaires,tx-equipements-dentaire,11,Île-de-France,39.92,2021-09-30,0.0,2019-03-31,40.0,,39.17,2.0,2020-09-30,,,,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins optiques,tx-equipements-optique,11,Île-de-France,16.79,2021-09-30,0.0,2019-12-31,17.0,,15.88,6.0,2020-09-30,,,,%
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de maisons de santé pluri-professionnelles,nb-maisons-sante,11,Île-de-France,138.0,2021-12-31,59.0,2017-06-30,79.0,134.0,114.0,21.0,2020-06-30,134.0,100.0,2022-12-31,maisons de santé
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de centres de santé,nb-centres-sante,11,Île-de-France,215.0,2021-12-31,158.0,2017-12-31,57.0,36.0,,,,181.0,100.0,2022-12-31,centres de santé
Allonger le congé paternité pour un meilleur développement de l’enfant,Nombre de pères / conjoints prenant un congé de paternité,nb-peres-conge-paternite,11,Île-de-France,63926.0,2021-12-31,64881.0,2018-12-31,-955.0,-1.0,47355.0,35.0,2020-09-30,76681.0,0.0,2022-12-31,pères / conjoints dans l'année
MaPrimeRénov',Nombre de dossiers MaPrimeRénov' validés,nb-maprimerenov-valides,11,Île-de-France,84637.0,2022-01-31,0.0,2019-12-31,84637.0,,28959.0,192.0,2021-03-31,133362.0,63.0,2022-12-31,dossiers validés
Faciliter l’accès au logement des personnes sans-abri,Nombre de personnes sans-abri ou en hébergement ayant obtenu un logement social,logement-sans-domicile-hebergement-urgence,11,Île-de-France,15845.0,2021-12-31,12124.0,2017-12-31,3721.0,31.0,12991.0,22.0,2019-12-31,14366.0,100.0,2022-12-31,personnes dans l'année*
Assurer une bonne couverture en internet fixe et en téléphonie mobile pour tous les Français d'ici 2022,Taux de déploiement de la fibre,taux-deploiement-fibre,11,Île-de-France,91.0,2021-09-30,62.0,2017-12-31,29.0,47.0,86.0,6.0,2020-09-30,,,,% de déploiement
Déployer une offre France services dans tous les territoires ,Nombre de labellisations (atteinte de l'objectif fixé),nb-labellisations-france-services,11,Île-de-France,128.0,2022-03-31,26.0,2020-01-31,102.0,392.0,46.0,178.0,2020-09-30,154.0,80.0,2022-12-31,labellisations
Déployer le pass Culture,Nombre d’utilisateurs du pass Culture de 18 ans,nb-utilisateurs-pass-culture,11,Île-de-France,209159.0,2022-02-28,0.0,2019-01-31,209159.0,,26026.0,704.0,2020-10-31,280188.0,75.0,2022-12-31,utilisateurs
Accompagner les aidants,Nombre de bénéficiaires d'un congé de proche aidant indemnisé,nb-beneficiaires-ajpa,11,Île-de-France,1021.0,2021-12-31,0.0,2020-09-30,1021.0,,,,,7245.0,14.0,2022-12-31,bénéficiaires
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les petites villes (- de 20 000 habitants),nb-logements-renoves-petites-villes,11,Île-de-France,330.0,2022-02-28,0.0,2020-09-30,330.0,,,,,,,,logements rénovés
Redynamiser les cœurs de ville,Nombre de logements ayant bénéficié d'un accompagnement (réhabilitation ou subvention),nb-logement-accompagnement,11,Île-de-France,11630.0,2022-02-28,0.0,2019-12-31,11630.0,,5373.0,116.0,2021-03-31,6164.0,100.0,2022-12-31,logements
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les villes moyennes (+ de 20 000 habitants),nb-logement-accompagnement,11,Île-de-France,11630.0,2022-02-28,0.0,2019-12-31,11630.0,,5373.0,116.0,2021-03-31,6164.0,100.0,2022-12-31,logements rénovés
Renforcer les compétences de la nation - plan d'investissement dans les compétences,"Nombre d’entrées en formation pour les publics éloignés de l’emploi (jeunes, demandeurs d’emploi faiblement qualifiés, actifs en insertion, …)",nb-formation-pic,11,Île-de-France,290588.0,2021-12-31,98000.0,2017-12-31,192588.0,197.0,,,,221600.0,100.0,2022-12-31,formations
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d'enfants ayant suivi un cycle d’Aisance Aquatique,nb-cycle-aisance-aquatique,11,Île-de-France,5413.0,2021-12-31,0.0,2019-03-31,5413.0,,1802.0,200.0,2020-12-31,17262.0,31.0,2022-12-31,enfants
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d’attestations « savoir rouler à vélo » délivrées,nb-attestations-savoir-rouler-velo,11,Île-de-France,8343.0,2021-12-31,0.0,2019-03-31,8343.0,,5837.0,43.0,2021-06-30,38007.0,22.0,2022-12-31,attestations
Garantir l'égalité professionnelle entre les femmes et les hommes,Part des entreprises respectant leur obligation de publier l’index égalité professionnelle,tx-entreprise-egalite-pro,11,Île-de-France,80.0,2021-12-31,43.0,2019-03-31,37.0,86.0,,,,90.0,79.0,2022-12-31,%
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,01,Guadeloupe,100.0,2021-10-31,89.0,2019-10-31,11.0,12.0,100.0,0.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,01,Guadeloupe,85.0,2021-10-31,3.0,2019-11-30,82.0,2733.0,30.0,183.0,2020-11-30,89.0,95.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,01,Guadeloupe,88.0,2021-09-30,86.0,2019-09-30,2.0,2.0,88.0,0.0,2020-09-30,100.0,14.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,01,Guadeloupe,45.0,2021-09-30,19.0,2018-03-31,26.0,137.0,,,,36.0,100.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,01,Guadeloupe,131.0,2021-09-30,125.0,2017-09-30,6.0,5.0,130.0,1.0,2020-09-30,134.0,67.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,01,Guadeloupe,6.0,2021-09-30,1.0,2017-09-30,5.0,500.0,3.0,100.0,2020-09-30,4.0,100.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,01,Guadeloupe,43.2,2020-10-31,21.4,2017-10-31,22.0,102.0,31.5,37.0,2019-10-31,47.0,85.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,01,Guadeloupe,2576.0,2021-12-31,2002.0,2017-12-31,574.0,29.0,2605.0,-1.0,2020-12-31,3348.0,43.0,2022-12-31,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,01,Guadeloupe,12.0,2021-12-31,0.0,2020-10-31,12.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,01,Guadeloupe,540.0,2022-02-28,0.0,2020-09-30,540.0,,3.0,17900.0,2021-04-30,46.0,100.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,01,Guadeloupe,183.0,2022-02-28,0.0,2020-09-30,183.0,,66.0,177.0,2021-04-30,255.0,72.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,01,Guadeloupe,2186.0,2021-12-31,834.0,2017-12-31,1352.0,162.0,1540.0,42.0,2020-12-31,1446.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,01,Guadeloupe,7098.0,2021-07-31,6347.0,2019-07-31,751.0,12.0,4771.0,49.0,2021-02-28,,,,Recrutements depuis le mois d'août précédent
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,01,Guadeloupe,973.0,2021-10-31,639.0,2017-01-31,334.0,52.0,607.0,60.0,2021-02-28,1726.0,31.0,2022-12-31,bénéficiaires *
